'Nombre: AMBIENTALIA; Código: 12345678; Fecha: 13/04/2018 00:00:00; Canales: 12
#HHMM;4,PM10,µg/m³;5,PM2.5,µg/m³;1,NO,ppb;2,NO2,ppb;3,NOX,ppb;,SO2,ppb;,Latitud,grados;,Longitud,grados;,Altitud,m;,Humedad Int,% H.R.;,Temperatura Int,°C;,Estado Puerta,No definida;
0245 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2575.9  45.2  17.0  0.000 
0246 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2580.9  45.3  17.0  0.000 
0247 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2588.1  45.2  17.0  0.000 
0248 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2584.3  45.2  17.0  0.000 
0249 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2574.9  45.2  17.0  0.000 
0250 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2573.1  45.2  17.0  0.000 
0251 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2582.0  45.2  17.0  0.000 
0252 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2583.6  45.2  17.0  0.000 
0253 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2591.5  45.1  17.0  0.000 
0254 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2594.7  45.1  17.0  0.000 
0255 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2598.1  45.1  17.0  0.000 
0256 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2594.4  45.1  17.0  0.000 
0257 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2581.8  45.1  17.0  0.000 
0258 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2582.4  45.1  17.0  0.000 
0259 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2578.6  45.1  17.0  0.000 
0300 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2571.7  45.1  17.0  0.000 
0301 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2560.7  45.1  17.0  0.000 
0302 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2566.9  45.1  17.0  0.000 
0303 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2586.1  45.1  17.0  0.000 
0304 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2587.8  45.1  17.0  0.000 
0305 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2588.7  45.1  17.0  0.000 
0306 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2585.0  45.1  17.0  0.000 
0307 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2575.5  45.1  17.0  0.000 
0308 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2575.4  45.1  17.0  0.000 
0309 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2584.2  45.1  17.0  0.000 
0310 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2586.0  45.1  17.0  0.000 
0311 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2587.3  45.2  17.0  0.000 
0312 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2587.1  45.1  17.0  0.000 
0313 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2585.3  45.1  17.0  0.000 
0314 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2584.6  45.0  17.0  0.000 
0315 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2584.6  45.1  17.0  0.000 
0316 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2586.0  45.1  17.0  0.000 
0317 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2584.8  45.1  17.0  0.000 
0318 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2578.5  45.1  17.0  0.000 
0319 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2557.2  45.0  17.0  0.000 
0320 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2554.2  45.1  17.0  0.000 
0321 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2553.5  45.1  17.0  0.000 
0322 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2566.0  45.1  17.0  0.000 
